,date,store,product,category,forecast_qty,unit_price,forecast_revenue,model
202,2025-01-23,Store_Bangalore,Men T-Shirt,Clothing,93.79,599.0,56179.1,RandomForest
203,2025-01-24,Store_Bangalore,Men T-Shirt,Clothing,93.79,599.0,56179.1,RandomForest
204,2025-01-25,Store_Bangalore,Men T-Shirt,Clothing,116.4,599.0,69723.22,RandomForest
205,2025-01-26,Store_Bangalore,Men T-Shirt,Clothing,115.49,599.0,69177.6,RandomForest
206,2025-01-27,Store_Bangalore,Men T-Shirt,Clothing,92.93,599.0,55662.2,RandomForest
207,2025-01-28,Store_Bangalore,Men T-Shirt,Clothing,93.92,599.0,56256.22,RandomForest
208,2025-01-29,Store_Bangalore,Men T-Shirt,Clothing,93.07,599.0,55746.43,RandomForest
209,2025-01-30,Store_Bangalore,Men T-Shirt,Clothing,88.1,599.0,52772.16,RandomForest
210,2025-01-01,Store_Bangalore,Mixer Grinder,Home & Kitchen,21.25,3500.0,74382.95,RandomForest
211,2025-01-02,Store_Bangalore,Mixer Grinder,Home & Kitchen,21.42,3500.0,74963.48,RandomForest
212,2025-01-03,Store_Bangalore,Mixer Grinder,Home & Kitchen,21.42,3500.0,74963.48,RandomForest
213,2025-01-04,Store_Bangalore,Mixer Grinder,Home & Kitchen,28.82,3500.0,100885.19,RandomForest
214,2025-01-05,Store_Bangalore,Mixer Grinder,Home & Kitchen,28.51,3500.0,99785.3,RandomForest
215,2025-01-06,Store_Bangalore,Mixer Grinder,Home & Kitchen,22.24,3500.0,77836.43,RandomForest
216,2025-01-07,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.04,3500.0,80645.26,RandomForest
217,2025-01-08,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.2,3500.0,81216.57,RandomForest
218,2025-01-09,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.2,3500.0,81216.57,RandomForest
219,2025-01-10,Store_Bangalore,Mixer Grinder,Home & Kitchen,22.89,3500.0,80126.23,RandomForest
220,2025-01-11,Store_Bangalore,Mixer Grinder,Home & Kitchen,29.53,3500.0,103364.45,RandomForest
221,2025-01-12,Store_Bangalore,Mixer Grinder,Home & Kitchen,28.76,3500.0,100658.49,RandomForest
222,2025-01-13,Store_Bangalore,Mixer Grinder,Home & Kitchen,22.5,3500.0,78750.13,RandomForest
223,2025-01-14,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.05,3500.0,80670.53,RandomForest
224,2025-01-15,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.05,3500.0,80670.53,RandomForest
225,2025-01-16,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.05,3500.0,80670.53,RandomForest
226,2025-01-17,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.05,3500.0,80670.53,RandomForest
227,2025-01-18,Store_Bangalore,Mixer Grinder,Home & Kitchen,29.69,3500.0,103908.75,RandomForest
228,2025-01-19,Store_Bangalore,Mixer Grinder,Home & Kitchen,28.92,3500.0,101202.79,RandomForest
229,2025-01-20,Store_Bangalore,Mixer Grinder,Home & Kitchen,22.5,3500.0,78750.13,RandomForest
230,2025-01-21,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.09,3500.0,80805.98,RandomForest
231,2025-01-22,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.09,3500.0,80805.98,RandomForest
232,2025-01-23,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.0,3500.0,80493.64,RandomForest
233,2025-01-24,Store_Bangalore,Mixer Grinder,Home & Kitchen,23.0,3500.0,80493.64,RandomForest
234,2025-01-25,Store_Bangalore,Mixer Grinder,Home & Kitchen,29.64,3500.0,103745.4,RandomForest
235,2025-01-26,Store_Bangalore,Mixer Grinder,Home & Kitchen,29.03,3500.0,101601.97,RandomForest
236,2025-01-27,Store_Bangalore,Mixer Grinder,Home & Kitchen,22.45,3500.0,78573.24,RandomForest
237,2025-01-28,Store_Bangalore,Mixer Grinder,Home & Kitchen,22.85,3500.0,79986.89,RandomForest
238,2025-01-29,Store_Bangalore,Mixer Grinder,Home & Kitchen,22.85,3500.0,79986.89,RandomForest
239,2025-01-30,Store_Bangalore,Mixer Grinder,Home & Kitchen,19.32,3500.0,67615.22,RandomForest
240,2025-01-01,Store_Bangalore,Moisturizer,Personal Care,102.62,250.0,25654.94,RandomForest
241,2025-01-02,Store_Bangalore,Moisturizer,Personal Care,102.8,250.0,25700.88,RandomForest
242,2025-01-03,Store_Bangalore,Moisturizer,Personal Care,104.09,250.0,26023.04,RandomForest
243,2025-01-04,Store_Bangalore,Moisturizer,Personal Care,134.62,250.0,33655.96,RandomForest
244,2025-01-05,Store_Bangalore,Moisturizer,Personal Care,133.58,250.0,33395.32,RandomForest
245,2025-01-06,Store_Bangalore,Moisturizer,Personal Care,106.59,250.0,26648.18,RandomForest
246,2025-01-07,Store_Bangalore,Moisturizer,Personal Care,108.26,250.0,27065.53,RandomForest
247,2025-01-08,Store_Bangalore,Moisturizer,Personal Care,108.43,250.0,27106.34,RandomForest
248,2025-01-09,Store_Bangalore,Moisturizer,Personal Care,108.3,250.0,27074.15,RandomForest
249,2025-01-10,Store_Bangalore,Moisturizer,Personal Care,108.73,250.0,27182.91,RandomForest
250,2025-01-11,Store_Bangalore,Moisturizer,Personal Care,135.05,250.0,33761.33,RandomForest
251,2025-01-12,Store_Bangalore,Moisturizer,Personal Care,133.85,250.0,33461.32,RandomForest
252,2025-01-13,Store_Bangalore,Moisturizer,Personal Care,107.45,250.0,26861.81,RandomForest
253,2025-01-14,Store_Bangalore,Moisturizer,Personal Care,109.02,250.0,27253.98,RandomForest
254,2025-01-15,Store_Bangalore,Moisturizer,Personal Care,109.02,250.0,27253.98,RandomForest
255,2025-01-16,Store_Bangalore,Moisturizer,Personal Care,108.89,250.0,27221.79,RandomForest
256,2025-01-17,Store_Bangalore,Moisturizer,Personal Care,108.89,250.0,27221.79,RandomForest
257,2025-01-18,Store_Bangalore,Moisturizer,Personal Care,135.2,250.0,33800.21,RandomForest
258,2025-01-19,Store_Bangalore,Moisturizer,Personal Care,134.0,250.0,33500.19,RandomForest
259,2025-01-20,Store_Bangalore,Moisturizer,Personal Care,107.45,250.0,26861.81,RandomForest
260,2025-01-21,Store_Bangalore,Moisturizer,Personal Care,109.05,250.0,27263.65,RandomForest
261,2025-01-22,Store_Bangalore,Moisturizer,Personal Care,109.05,250.0,27263.65,RandomForest
262,2025-01-23,Store_Bangalore,Moisturizer,Personal Care,108.93,250.0,27231.46,RandomForest
263,2025-01-24,Store_Bangalore,Moisturizer,Personal Care,108.93,250.0,27231.46,RandomForest
264,2025-01-25,Store_Bangalore,Moisturizer,Personal Care,135.24,250.0,33810.85,RandomForest
265,2025-01-26,Store_Bangalore,Moisturizer,Personal Care,134.2,250.0,33551.02,RandomForest
266,2025-01-27,Store_Bangalore,Moisturizer,Personal Care,107.49,250.0,26871.48,RandomForest
267,2025-01-28,Store_Bangalore,Moisturizer,Personal Care,109.05,250.0,27263.65,RandomForest
268,2025-01-29,Store_Bangalore,Moisturizer,Personal Care,109.05,250.0,27263.65,RandomForest
269,2025-01-30,Store_Bangalore,Moisturizer,Personal Care,104.09,250.0,26022.3,RandomForest
270,2025-01-01,Store_Bangalore,Non-Stick Pan,Home & Kitchen,51.64,800.0,41313.49,RandomForest
271,2025-01-02,Store_Bangalore,Non-Stick Pan,Home & Kitchen,51.81,800.0,41446.18,RandomForest
272,2025-01-03,Store_Bangalore,Non-Stick Pan,Home & Kitchen,51.81,800.0,41446.18,RandomForest
273,2025-01-04,Store_Bangalore,Non-Stick Pan,Home & Kitchen,64.14,800.0,51314.39,RandomForest
