,Unnamed: 0,date,store,category,product,unit_price,discount_pct,effective_price,demand,actual_sales,lost_sales,revenue,current_stock,reorder_point,reorder_qty,lead_time,is_promotion,stockout_flag
42,49362,2022-02-12,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,227,227,0,34050.0,1758,270,0,7,0,0
43,49363,2022-02-13,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,268,268,0,40200.0,1490,270,0,7,0,0
44,49364,2022-02-14,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,207,207,0,31050.0,1283,270,0,7,0,0
45,49365,2022-02-15,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,239,239,0,35850.0,1044,270,0,7,0,0
46,49366,2022-02-16,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,168,168,0,25200.0,876,270,0,7,0,0
47,49367,2022-02-17,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,132,132,0,19800.0,744,270,0,7,0,0
48,49368,2022-02-18,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,200,200,0,30000.0,544,270,0,7,0,0
49,49369,2022-02-19,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,272,272,0,40800.0,272,270,0,7,0,0
50,49370,2022-02-20,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,255,255,0,38250.0,2537,270,2520,7,0,0
51,49371,2022-02-21,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,147,147,0,22050.0,2390,270,0,7,0,0
52,49372,2022-02-22,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,137,137,0,20550.0,2253,270,0,7,0,0
53,49373,2022-02-23,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,173,173,0,25950.0,2080,270,0,7,0,0
54,49374,2022-02-24,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,166,166,0,24900.0,1914,270,0,7,0,0
55,49375,2022-02-25,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,153,153,0,22950.0,1761,270,0,7,0,0
56,49376,2022-02-26,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,232,232,0,34800.0,1529,270,0,7,0,0
57,49377,2022-02-27,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,236,236,0,35400.0,1293,270,0,7,0,0
58,49378,2022-02-28,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,229,229,0,34350.0,1064,270,0,7,0,0
59,49379,2022-03-01,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,114,114,0,17100.0,950,270,0,7,0,0
60,49380,2022-03-02,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,194,194,0,29100.0,756,270,0,7,0,0
61,49381,2022-03-03,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,158,158,0,23700.0,598,270,0,7,0,0
62,49382,2022-03-04,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,148,148,0,22200.0,450,270,0,7,0,0
63,49383,2022-03-05,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.12,132.0,268,268,0,35376.0,2702,270,2520,7,1,0
64,49384,2022-03-06,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,216,216,0,32400.0,2486,270,0,7,0,0
65,49385,2022-03-07,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.15,127.5,234,234,0,29835.0,2252,270,0,7,1,0
66,49386,2022-03-08,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.15,127.5,219,219,0,27922.5,2033,270,0,7,1,0
67,49387,2022-03-09,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.15,127.5,238,238,0,30345.0,1795,270,0,7,1,0
68,49388,2022-03-10,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.15,127.5,272,272,0,34680.0,1523,270,0,7,1,0
69,49389,2022-03-11,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.15,127.5,200,200,0,25500.0,1323,270,0,7,1,0
70,49390,2022-03-12,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.15,127.5,359,359,0,45772.5,964,270,0,7,1,0
71,49391,2022-03-13,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.15,127.5,294,294,0,37485.0,670,270,0,7,1,0
72,49392,2022-03-14,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,191,191,0,28650.0,479,270,0,7,0,0
73,49393,2022-03-15,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,195,195,0,29250.0,284,270,0,7,0,0
74,49394,2022-03-16,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,178,178,0,26700.0,2626,270,2520,7,0,0
75,49395,2022-03-17,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,158,158,0,23700.0,2468,270,0,7,0,0
76,49396,2022-03-18,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,183,183,0,27450.0,2285,270,0,7,0,0
77,49397,2022-03-19,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,157,157,0,23550.0,2128,270,0,7,0,0
78,49398,2022-03-20,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,219,219,0,32850.0,1909,270,0,7,0,0
79,49399,2022-03-21,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,219,219,0,32850.0,1690,270,0,7,0,0
80,49400,2022-03-22,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,222,222,0,33300.0,1468,270,0,7,0,0
81,49401,2022-03-23,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,221,221,0,33150.0,1247,270,0,7,0,0
82,49402,2022-03-24,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,206,206,0,30900.0,1041,270,0,7,0,0
83,49403,2022-03-25,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,138,138,0,20700.0,903,270,0,7,0,0
84,49404,2022-03-26,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,235,235,0,35250.0,668,270,0,7,0,0
85,49405,2022-03-27,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,196,196,0,29400.0,472,270,0,7,0,0
86,49406,2022-03-28,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,198,198,0,29700.0,274,270,0,7,0,0
87,49407,2022-03-29,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,215,215,0,32250.0,2579,270,2520,7,0,0
88,49408,2022-03-30,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,142,142,0,21300.0,2437,270,0,7,0,0
89,49409,2022-03-31,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,152,152,0,22800.0,2285,270,0,7,0,0
90,49410,2022-04-01,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,265,265,0,39750.0,2020,270,0,7,0,0
91,49411,2022-04-02,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.07,139.5,378,378,0,52731.0,1642,270,0,7,1,0
92,49412,2022-04-03,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,317,317,0,47550.0,1325,270,0,7,0,0
93,49413,2022-04-04,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,233,233,0,34950.0,1092,270,0,7,0,0
94,49414,2022-04-05,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,239,239,0,35850.0,853,270,0,7,0,0
95,49415,2022-04-06,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,229,229,0,34350.0,624,270,0,7,0,0
96,49416,2022-04-07,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,211,211,0,31650.0,413,270,0,7,0,0
97,49417,2022-04-08,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,184,184,0,27600.0,2749,270,2520,7,0,0
98,49418,2022-04-09,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,255,255,0,38250.0,2494,270,0,7,0,0
99,49419,2022-04-10,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,311,311,0,46650.0,2183,270,0,7,0,0
100,49420,2022-04-11,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,268,268,0,40200.0,1915,270,0,7,0,0
101,49421,2022-04-12,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,191,191,0,28650.0,1724,270,0,7,0,0
102,49422,2022-04-13,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,221,221,0,33150.0,1503,270,0,7,0,0
103,49423,2022-04-14,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,182,182,0,27300.0,1321,270,0,7,0,0
104,49424,2022-04-15,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,271,271,0,40650.0,1050,270,0,7,0,0
105,49425,2022-04-16,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,304,304,0,45600.0,746,270,0,7,0,0
106,49426,2022-04-17,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,286,286,0,42900.0,460,270,0,7,0,0
107,49427,2022-04-18,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,237,237,0,35550.0,2743,270,2520,7,0,0
108,49428,2022-04-19,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,222,222,0,33300.0,2521,270,0,7,0,0
109,49429,2022-04-20,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,202,202,0,30300.0,2319,270,0,7,0,0
110,49430,2022-04-21,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,287,287,0,43050.0,2032,270,0,7,0,0
111,49431,2022-04-22,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,233,233,0,34950.0,1799,270,0,7,0,0
112,49432,2022-04-23,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,353,353,0,52950.0,1446,270,0,7,0,0
113,49433,2022-04-24,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,276,276,0,41400.0,1170,270,0,7,0,0
114,49434,2022-04-25,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,222,222,0,33300.0,948,270,0,7,0,0
115,49435,2022-04-26,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,225,225,0,33750.0,723,270,0,7,0,0
116,49436,2022-04-27,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,228,228,0,34200.0,495,270,0,7,0,0
117,49437,2022-04-28,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,244,244,0,36600.0,2771,270,2520,7,0,0
118,49438,2022-04-29,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,191,191,0,28650.0,2580,270,0,7,0,0
119,49439,2022-04-30,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,271,271,0,40650.0,2309,270,0,7,0,0
120,49440,2022-05-01,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,302,302,0,45300.0,2007,270,0,7,0,0
121,49441,2022-05-02,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,189,189,0,28350.0,1818,270,0,7,0,0
122,49442,2022-05-03,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,212,212,0,31800.0,1606,270,0,7,0,0
123,49443,2022-05-04,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,215,215,0,32250.0,1391,270,0,7,0,0
124,49444,2022-05-05,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,196,196,0,29400.0,1195,270,0,7,0,0
125,49445,2022-05-06,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,198,198,0,29700.0,997,270,0,7,0,0
126,49446,2022-05-07,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.11,133.5,267,267,0,35644.5,730,270,0,7,1,0
127,49447,2022-05-08,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,270,270,0,40500.0,460,270,0,7,0,0
128,49448,2022-05-09,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,192,192,0,28800.0,2788,270,2520,7,0,0
129,49449,2022-05-10,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,199,199,0,29850.0,2589,270,0,7,0,0
130,49450,2022-05-11,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,159,159,0,23850.0,2430,270,0,7,0,0
131,49451,2022-05-12,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,206,206,0,30900.0,2224,270,0,7,0,0
132,49452,2022-05-13,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,193,193,0,28950.0,2031,270,0,7,0,0
133,49453,2022-05-14,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,300,300,0,45000.0,1731,270,0,7,0,0
134,49454,2022-05-15,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,232,232,0,34800.0,1499,270,0,7,0,0
135,49455,2022-05-16,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,216,216,0,32400.0,1283,270,0,7,0,0
136,49456,2022-05-17,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,152,152,0,22800.0,1131,270,0,7,0,0
137,49457,2022-05-18,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,160,160,0,24000.0,971,270,0,7,0,0
138,49458,2022-05-19,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,154,154,0,23100.0,817,270,0,7,0,0
139,49459,2022-05-20,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,164,164,0,24600.0,653,270,0,7,0,0
140,49460,2022-05-21,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,274,274,0,41100.0,379,270,0,7,0,0
141,49461,2022-05-22,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,192,192,0,28800.0,2707,270,2520,7,0,0
142,49462,2022-05-23,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,169,169,0,25350.0,2538,270,0,7,0,0
143,49463,2022-05-24,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,141,141,0,21150.0,2397,270,0,7,0,0
144,49464,2022-05-25,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,134,134,0,20100.0,2263,270,0,7,0,0
145,49465,2022-05-26,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,172,172,0,25800.0,2091,270,0,7,0,0
146,49466,2022-05-27,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,186,186,0,27900.0,1905,270,0,7,0,0
147,49467,2022-05-28,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,186,186,0,27900.0,1719,270,0,7,0,0
148,49468,2022-05-29,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,256,256,0,38400.0,1463,270,0,7,0,0
149,49469,2022-05-30,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,175,175,0,26250.0,1288,270,0,7,0,0
150,49470,2022-05-31,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,141,141,0,21150.0,1147,270,0,7,0,0
151,49471,2022-06-01,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,163,163,0,24450.0,984,270,0,7,0,0
152,49472,2022-06-02,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,209,209,0,31350.0,775,270,0,7,0,0
153,49473,2022-06-03,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,174,174,0,26100.0,601,270,0,7,0,0
154,49474,2022-06-04,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,222,222,0,33300.0,379,270,0,7,0,0
155,49475,2022-06-05,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,238,238,0,35700.0,2661,270,2520,7,0,0
156,49476,2022-06-06,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,168,168,0,25200.0,2493,270,0,7,0,0
157,49477,2022-06-07,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,159,159,0,23850.0,2334,270,0,7,0,0
158,49478,2022-06-08,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,188,188,0,28200.0,2146,270,0,7,0,0
159,49479,2022-06-09,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,143,143,0,21450.0,2003,270,0,7,0,0
160,49480,2022-06-10,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,136,136,0,20400.0,1867,270,0,7,0,0
161,49481,2022-06-11,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,202,202,0,30300.0,1665,270,0,7,0,0
162,49482,2022-06-12,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,254,254,0,38100.0,1411,270,0,7,0,0
163,49483,2022-06-13,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,167,167,0,25050.0,1244,270,0,7,0,0
164,49484,2022-06-14,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,217,217,0,32550.0,1027,270,0,7,0,0
165,49485,2022-06-15,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,181,181,0,27150.0,846,270,0,7,0,0
166,49486,2022-06-16,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,197,197,0,29550.0,649,270,0,7,0,0
167,49487,2022-06-17,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,230,230,0,34500.0,419,270,0,7,0,0
168,49488,2022-06-18,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,201,201,0,30150.0,2738,270,2520,7,0,0
169,49489,2022-06-19,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,217,217,0,32550.0,2521,270,0,7,0,0
170,49490,2022-06-20,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,184,184,0,27600.0,2337,270,0,7,0,0
171,49491,2022-06-21,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,163,163,0,24450.0,2174,270,0,7,0,0
172,49492,2022-06-22,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,217,217,0,32550.0,1957,270,0,7,0,0
173,49493,2022-06-23,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,148,148,0,22200.0,1809,270,0,7,0,0
174,49494,2022-06-24,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,178,178,0,26700.0,1631,270,0,7,0,0
175,49495,2022-06-25,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,190,190,0,28500.0,1441,270,0,7,0,0
176,49496,2022-06-26,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,247,247,0,37050.0,1194,270,0,7,0,0
177,49497,2022-06-27,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,177,177,0,26550.0,1017,270,0,7,0,0
178,49498,2022-06-28,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,180,180,0,27000.0,837,270,0,7,0,0
179,49499,2022-06-29,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,186,186,0,27900.0,651,270,0,7,0,0
180,49500,2022-06-30,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,168,168,0,25200.0,483,270,0,7,0,0
181,49501,2022-07-01,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,207,207,0,31050.0,276,270,0,7,0,0
182,49502,2022-07-02,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.12,132.0,309,276,33,36432.0,2520,270,2520,7,1,1
183,49503,2022-07-03,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,229,229,0,34350.0,2291,270,0,7,0,0
184,49504,2022-07-04,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,148,148,0,22200.0,2143,270,0,7,0,0
185,49505,2022-07-05,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,197,197,0,29550.0,1946,270,0,7,0,0
186,49506,2022-07-06,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,159,159,0,23850.0,1787,270,0,7,0,0
187,49507,2022-07-07,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,161,161,0,24150.0,1626,270,0,7,0,0
188,49508,2022-07-08,Store_Bangalore,Grocery,Cooking Oil (1L),150.0,0.0,150.0,170,170,0,25500.0,1456,270,0,7,0,0
